,K,alpha,k,accuracy,precision,recall
1030,10.0,89.0,34.0,0.78,"[0.81818182 0.52631579 0.875      0.88888889 0.83333333 0.83333333
 0.88888889 1.         0.88888889 0.66666667]","[0.9        1.         0.58333333 0.88888889 0.45454545 0.55555556
 0.8        0.8        0.88888889 1.        ]"
1031,10.0,89.0,55.0,0.79,"[0.81818182 0.52631579 0.875      0.88888889 0.83333333 1.
 0.9        1.         0.88888889 0.66666667]","[0.9        1.         0.58333333 0.88888889 0.45454545 0.44444444
 0.9        0.9        0.88888889 1.        ]"
1032,10.0,89.0,89.0,0.73,"[0.75       0.4        0.85714286 0.875      0.75       1.
 0.875      1.         0.85714286 0.76923077]","[0.9        1.         0.5        0.77777778 0.54545455 0.33333333
 0.7        0.9        0.66666667 1.        ]"
1033,10.0,89.0,144.0,0.72,"[0.83333333 0.38461538 0.85714286 0.77777778 0.71428571 1.
 0.875      1.         0.85714286 0.76923077]","[1.         1.         0.5        0.77777778 0.45454545 0.22222222
 0.7        0.9        0.66666667 1.        ]"
1034,10.0,89.0,1.0,0.88,"[0.90909091 0.90909091 1.         1.         0.9        0.85714286
 0.83333333 0.75       1.         0.72727273]","[1.         1.         0.91666667 0.88888889 0.81818182 0.66666667
 1.         0.9        0.77777778 0.8       ]"
1035,10.0,89.0,2.0,0.87,"[0.90909091 0.90909091 1.         0.88888889 0.78571429 0.85714286
 0.90909091 0.69230769 1.         0.83333333]","[1.         1.         0.91666667 0.88888889 1.         0.66666667
 1.         0.9        0.77777778 0.5       ]"
1036,10.0,89.0,3.0,0.9,"[1.         0.90909091 1.         1.         0.9        0.8
 0.90909091 0.81818182 1.         0.75      ]","[1.         1.         0.91666667 0.77777778 0.81818182 0.88888889
 1.         0.9        0.77777778 0.9       ]"
1037,10.0,89.0,5.0,0.88,"[0.90909091 0.90909091 1.         0.9        1.         0.83333333
 0.83333333 0.81818182 0.875      0.75      ]","[1.         1.         0.91666667 1.         0.72727273 0.55555556
 1.         0.9        0.77777778 0.9       ]"
1038,10.0,89.0,8.0,0.84,"[0.90909091 0.83333333 1.         0.8        0.875      0.75
 0.83333333 0.81818182 1.         0.63636364]","[1.         1.         0.91666667 0.88888889 0.63636364 0.66666667
 1.         0.9        0.66666667 0.7       ]"
1039,10.0,89.0,13.0,0.84,"[1.         0.90909091 1.         0.72727273 1.         0.75
 0.83333333 0.69230769 1.         0.63636364]","[1.         1.         0.91666667 0.88888889 0.63636364 0.66666667
 1.         0.9        0.66666667 0.7       ]"
1040,10.0,89.0,21.0,0.84,"[0.90909091 0.90909091 1.         0.875      1.         0.75
 0.83333333 0.66666667 1.         0.61538462]","[1.         1.         0.91666667 0.77777778 0.63636364 0.66666667
 1.         0.8        0.77777778 0.8       ]"
1041,10.0,89.0,34.0,0.83,"[1.         0.83333333 1.         0.6        1.         0.57142857
 0.83333333 0.81818182 1.         0.69230769]","[1.         1.         0.91666667 0.66666667 0.63636364 0.44444444
 1.         0.9        0.77777778 0.9       ]"
1042,10.0,89.0,55.0,0.78,"[1.         0.58823529 1.         0.6        1.         0.6
 0.81818182 0.88888889 0.875      0.61538462]","[1.         1.         0.83333333 0.66666667 0.63636364 0.33333333
 0.9        0.8        0.77777778 0.8       ]"
1043,10.0,89.0,89.0,0.74,"[1.         0.52631579 1.         0.54545455 0.85714286 0.33333333
 0.81818182 0.875      0.875      0.61538462]","[1.         1.         0.83333333 0.66666667 0.54545455 0.11111111
 0.9        0.7        0.77777778 0.8       ]"
1044,10.0,89.0,144.0,0.68,"[1.         0.35714286 1.         0.5        0.875      1.
 0.8        0.83333333 0.83333333 0.61538462]","[1.         1.         0.83333333 0.44444444 0.63636364 0.11111111
 0.8        0.5        0.55555556 0.8       ]"
1045,10.0,89.0,1.0,0.84,"[0.83333333 0.83333333 1.         0.9        0.7        1.
 1.         0.8        0.85714286 0.54545455]","[1.         1.         0.91666667 1.         0.7        0.88888889
 0.9        0.72727273 0.66666667 0.6       ]"
1046,10.0,89.0,2.0,0.84,"[0.76923077 0.76923077 0.92307692 0.8        0.66666667 0.875
 1.         0.88888889 1.         0.85714286]","[1.         1.         1.         0.88888889 0.8        0.77777778
 0.9        0.72727273 0.66666667 0.6       ]"
1047,10.0,89.0,3.0,0.85,"[0.83333333 0.76923077 1.         0.81818182 0.72727273 0.88888889
 1.         0.88888889 0.85714286 0.77777778]","[1.         1.         0.83333333 1.         0.8        0.88888889
 0.9        0.72727273 0.66666667 0.7       ]"
1048,10.0,89.0,5.0,0.83,"[0.83333333 0.76923077 1.         0.81818182 0.63636364 0.88888889
 1.         0.8        0.85714286 0.75      ]","[1.         1.         0.83333333 1.         0.7        0.88888889
 0.9        0.72727273 0.66666667 0.6       ]"
1049,10.0,89.0,8.0,0.85,"[0.83333333 0.76923077 1.         0.81818182 0.7        1.
 1.         0.77777778 0.875      0.77777778]","[1.         1.         0.91666667 1.         0.7        0.88888889
 0.9        0.63636364 0.77777778 0.7       ]"
1050,10.0,89.0,13.0,0.83,"[0.76923077 0.76923077 1.         0.9        0.66666667 1.
 0.9        0.875      0.875      0.6       ]","[1.         1.         0.91666667 1.         0.6        0.88888889
 0.9        0.63636364 0.77777778 0.6       ]"
1051,10.0,89.0,21.0,0.83,"[0.90909091 0.66666667 1.         0.81818182 0.75       1.
 0.90909091 0.875      0.85714286 0.63636364]","[1.         1.         0.91666667 1.         0.6        0.77777778
 1.         0.63636364 0.66666667 0.7       ]"
1052,10.0,89.0,34.0,0.78,"[0.90909091 0.625      1.         0.75       0.6        1.
 1.         0.77777778 0.83333333 0.5       ]","[1.         1.         0.75       1.         0.6        0.77777778
 1.         0.63636364 0.55555556 0.5       ]"
1053,10.0,89.0,55.0,0.78,"[0.81818182 0.58823529 1.         0.81818182 0.63636364 1.
 0.90909091 0.72727273 0.8        0.71428571]","[0.9        1.         0.75       1.         0.7        0.77777778
 1.         0.72727273 0.44444444 0.5       ]"
1054,10.0,89.0,89.0,0.72,"[0.81818182 0.47619048 1.         0.8        0.55555556 1.
 0.83333333 0.77777778 0.8        0.55555556]","[0.9        1.         0.66666667 0.88888889 0.5        0.66666667
 1.         0.63636364 0.44444444 0.5       ]"
1055,10.0,89.0,144.0,0.66,"[0.81818182 0.37037037 1.         0.75       0.625      1.
 0.90909091 0.77777778 0.8        0.45454545]","[0.9        1.         0.58333333 0.66666667 0.5        0.33333333
 1.         0.63636364 0.44444444 0.5       ]"
1056,10.0,89.0,1.0,0.88,"[1.         1.         1.         0.81818182 0.7        0.88888889
 1.         0.81818182 1.         0.66666667]","[1.         0.88888889 0.91666667 1.         0.7        0.88888889
 1.         0.81818182 0.77777778 0.8       ]"
1057,10.0,89.0,2.0,0.85,"[0.91666667 0.72727273 0.81818182 0.81818182 0.8        1.
 1.         0.81818182 1.         0.7       ]","[1.         0.88888889 0.75       1.         0.8        0.77777778
 1.         0.81818182 0.77777778 0.7       ]"
1058,10.0,89.0,3.0,0.86,"[1.         0.8        0.84615385 0.9        0.75       1.
 1.         0.81818182 1.         0.61538462]","[1.         0.88888889 0.91666667 1.         0.6        0.77777778
 1.         0.81818182 0.77777778 0.8       ]"
1059,10.0,89.0,5.0,0.84,"[0.91666667 0.8        0.83333333 0.8        1.         0.875
 1.         0.81818182 1.         0.57142857]","[1.         0.88888889 0.83333333 0.88888889 0.6        0.77777778
 1.         0.81818182 0.77777778 0.8       ]"
1060,10.0,89.0,8.0,0.84,"[0.91666667 0.72727273 0.83333333 0.81818182 1.         1.
 0.90909091 0.8        1.         0.61538462]","[1.         0.88888889 0.83333333 1.         0.7        0.77777778
 1.         0.72727273 0.66666667 0.8       ]"
1061,10.0,89.0,13.0,0.81,"[0.84615385 0.72727273 0.9        0.8        1.         1.
 0.90909091 0.72727273 0.85714286 0.57142857]","[1.         0.88888889 0.75       0.88888889 0.6        0.77777778
 1.         0.72727273 0.66666667 0.8       ]"
1062,10.0,89.0,21.0,0.81,"[0.91666667 0.72727273 0.9        0.8        0.85714286 1.
 0.90909091 0.72727273 0.85714286 0.57142857]","[1.         0.88888889 0.75       0.88888889 0.6        0.77777778
 1.         0.72727273 0.66666667 0.8       ]"
1063,10.0,89.0,34.0,0.8,"[0.91666667 0.66666667 0.88888889 0.81818182 0.85714286 1.
 0.90909091 0.72727273 1.         0.53333333]","[1.         0.88888889 0.66666667 1.         0.6        0.66666667
 1.         0.72727273 0.66666667 0.8       ]"
1064,10.0,89.0,55.0,0.77,"[0.91666667 0.53333333 0.875      0.81818182 0.77777778 1.
 0.9        0.72727273 1.         0.57142857]","[1.         0.88888889 0.58333333 1.         0.7        0.44444444
 0.9        0.72727273 0.66666667 0.8       ]"
1065,10.0,89.0,89.0,0.67,"[0.90909091 0.47058824 0.85714286 0.8        0.71428571 1.
 0.8        0.61538462 0.85714286 0.375     ]","[0.90909091 0.88888889 0.5        0.88888889 0.5        0.22222222
 0.8        0.72727273 0.66666667 0.6       ]"
1066,10.0,89.0,144.0,0.67,"[0.9        0.38095238 0.875      0.75       0.85714286 1.
 0.7        0.8        1.         0.47368421]","[0.81818182 0.88888889 0.58333333 0.66666667 0.6        0.11111111
 0.7        0.72727273 0.66666667 0.9       ]"
1067,10.0,89.0,1.0,0.8,"[0.78571429 0.9        1.         0.85714286 1.         0.72727273
 0.81818182 0.71428571 0.875      0.58333333]","[1.         1.         0.58333333 0.66666667 0.6        0.88888889
 0.9        0.90909091 0.77777778 0.7       ]"
1068,10.0,89.0,2.0,0.85,"[0.78571429 0.81818182 1.         0.88888889 1.         0.75
 0.9        0.6875     1.         1.        ]","[1.         1.         0.66666667 0.88888889 0.9        1.
 0.9        1.         0.55555556 0.6       ]"
1069,10.0,89.0,3.0,0.88,"[0.91666667 0.81818182 1.         0.875      1.         0.75
 0.9        0.84615385 0.85714286 0.88888889]","[1.         1.         0.83333333 0.77777778 0.8        1.
 0.9        1.         0.66666667 0.8       ]"
1070,10.0,89.0,5.0,0.85,"[0.91666667 0.75       1.         0.875      1.         0.8
 0.9        0.78571429 0.75       0.8       ]","[1.         1.         0.75       0.77777778 0.7        0.88888889
 0.9        1.         0.66666667 0.8       ]"
1071,10.0,89.0,8.0,0.86,"[1.         0.75       1.         0.8        0.875      0.77777778
 0.90909091 0.9        1.         0.66666667]","[1.         1.         0.91666667 0.88888889 0.7        0.77777778
 1.         0.81818182 0.66666667 0.8       ]"
1072,10.0,89.0,13.0,0.85,"[1.         0.75       1.         0.8        0.875      0.7
 0.90909091 0.9        1.         0.66666667]","[1.         1.         0.83333333 0.88888889 0.7        0.77777778
 1.         0.81818182 0.66666667 0.8       ]"
1073,10.0,89.0,21.0,0.83,"[1.         0.69230769 1.         0.8        0.85714286 0.77777778
 0.90909091 0.88888889 1.         0.57142857]","[1.         1.         0.83333333 0.88888889 0.6        0.77777778
 1.         0.72727273 0.66666667 0.8       ]"
1074,10.0,89.0,34.0,0.78,"[1.         0.47368421 1.         0.875      0.85714286 0.85714286
 0.90909091 0.88888889 0.75       0.57142857]","[1.         1.         0.83333333 0.77777778 0.6        0.66666667
 1.         0.72727273 0.33333333 0.8       ]"
1075,10.0,89.0,55.0,0.75,"[1.         0.42857143 1.         0.83333333 1.         0.85714286
 0.90909091 0.875      0.75       0.52941176]","[1.         1.         0.75       0.55555556 0.6        0.66666667
 1.         0.63636364 0.33333333 0.9       ]"
1076,10.0,89.0,89.0,0.69,"[0.84615385 0.39130435 1.         0.83333333 0.85714286 0.83333333
 0.76923077 0.875      0.66666667 0.53333333]","[1.         1.         0.5        0.55555556 0.6        0.55555556
 1.         0.63636364 0.22222222 0.8       ]"
1077,10.0,89.0,144.0,0.6,"[0.83333333 0.31034483 1.         0.8        0.83333333 0.66666667
 0.7        0.72727273 0.5        0.53333333]","[0.90909091 1.         0.41666667 0.44444444 0.5        0.22222222
 0.7        0.72727273 0.22222222 0.8       ]"
1078,10.0,89.0,1.0,0.86,"[0.84615385 0.81818182 0.92307692 0.88888889 0.8        0.88888889
 0.90909091 0.76923077 1.         0.83333333]","[1.         1.         1.         0.88888889 0.8        0.88888889
 1.         0.90909091 0.55555556 0.5       ]"
1079,10.0,89.0,2.0,0.84,"[0.84615385 0.75       0.85714286 0.77777778 0.9        0.77777778
 0.9        0.83333333 1.         0.83333333]","[1.         1.         1.         0.77777778 0.9        0.77777778
 0.9        0.90909091 0.55555556 0.5       ]"
1080,10.0,89.0,3.0,0.89,"[0.84615385 0.81818182 0.91666667 0.875      0.9        0.88888889
 1.         1.         0.85714286 0.8       ]","[1.         1.         0.91666667 0.77777778 0.9        0.88888889
 1.         0.90909091 0.66666667 0.8       ]"
1081,10.0,89.0,5.0,0.87,"[0.84615385 0.81818182 0.91666667 0.88888889 1.         0.88888889
 1.         0.83333333 0.85714286 0.7       ]","[1.         1.         0.91666667 0.88888889 0.7        0.88888889
 1.         0.90909091 0.66666667 0.7       ]"
1082,10.0,89.0,8.0,0.87,"[0.84615385 0.75       1.         0.875      0.88888889 0.88888889
 1.         0.83333333 0.83333333 0.77777778]","[1.         1.         1.         0.77777778 0.8        0.88888889
 1.         0.90909091 0.55555556 0.7       ]"
1083,10.0,89.0,13.0,0.86,"[0.84615385 0.75       1.         0.88888889 0.88888889 0.88888889
 0.90909091 0.81818182 0.83333333 0.77777778]","[1.         1.         0.91666667 0.88888889 0.8        0.88888889
 1.         0.81818182 0.55555556 0.7       ]"
1084,10.0,89.0,21.0,0.85,"[0.84615385 0.64285714 1.         0.88888889 0.9        0.875
 1.         0.75       0.83333333 0.85714286]","[1.         1.         0.91666667 0.88888889 0.9        0.77777778
 1.         0.81818182 0.55555556 0.6       ]"
1085,10.0,89.0,34.0,0.82,"[0.84615385 0.6        1.         0.77777778 0.9        0.71428571
 1.         0.83333333 0.83333333 0.77777778]","[1.         1.         0.75       0.77777778 0.9        0.55555556
 1.         0.90909091 0.55555556 0.7       ]"
1086,10.0,89.0,55.0,0.82,"[0.84615385 0.5625     1.         0.77777778 0.9        0.71428571
 1.         0.90909091 0.71428571 0.88888889]","[1.         1.         0.66666667 0.77777778 0.9        0.55555556
 1.         0.90909091 0.55555556 0.8       ]"
1087,10.0,89.0,89.0,0.79,"[0.84615385 0.5625     1.         0.77777778 0.72727273 0.66666667
 1.         0.90909091 0.71428571 0.77777778]","[1.         1.         0.66666667 0.77777778 0.8        0.44444444
 1.         0.90909091 0.55555556 0.7       ]"
1088,10.0,89.0,144.0,0.74,"[0.84615385 0.39130435 1.         0.75       0.8        0.66666667
 1.         0.90909091 0.71428571 0.77777778]","[1.         1.         0.58333333 0.66666667 0.8        0.22222222
 0.9        0.90909091 0.55555556 0.7       ]"
1089,10.0,89.0,1.0,0.88,"[1.         1.         0.86666667 0.75       0.875      0.875
 1.         1.         0.85714286 0.63636364]","[1.         0.88888889 1.         1.         0.7        0.875
 1.         0.90909091 0.6        0.77777778]"
1090,10.0,89.0,2.0,0.85,"[0.84615385 0.72727273 0.85714286 0.75       0.8        0.875
 1.         1.         0.83333333 0.85714286]","[1.         0.88888889 0.92307692 1.         0.8        0.875
 0.9        0.90909091 0.5        0.66666667]"
1091,10.0,89.0,3.0,0.85,"[0.78571429 0.72727273 1.         0.72727273 0.875      1.
 1.         1.         0.85714286 0.66666667]","[1.         0.88888889 0.92307692 0.88888889 0.7        0.875
 0.9        0.81818182 0.6        0.88888889]"
1092,10.0,89.0,5.0,0.86,"[0.90909091 0.8        0.92307692 0.8        0.875      0.88888889
 0.90909091 1.         0.85714286 0.63636364]","[0.90909091 0.88888889 0.92307692 0.88888889 0.7        1.
 1.         0.90909091 0.6        0.77777778]"
1093,10.0,89.0,8.0,0.86,"[0.91666667 0.72727273 0.92307692 0.88888889 1.         1.
 1.         0.9        0.77777778 0.61538462]","[1.         0.88888889 0.92307692 0.88888889 0.6        0.875
 1.         0.81818182 0.7        0.88888889]"
1094,10.0,89.0,13.0,0.84,"[0.84615385 0.66666667 1.         0.88888889 0.85714286 1.
 1.         1.         0.77777778 0.6       ]","[1.         0.88888889 0.92307692 0.88888889 0.6        0.875
 0.7        0.81818182 0.7        1.        ]"
1095,10.0,89.0,21.0,0.79,"[0.90909091 0.66666667 1.         0.88888889 0.83333333 1.
 0.8        0.88888889 0.77777778 0.4375    ]","[0.90909091 0.88888889 0.92307692 0.88888889 0.5        0.75
 0.8        0.72727273 0.7        0.77777778]"
1096,10.0,89.0,34.0,0.78,"[0.84615385 0.61538462 1.         0.7        0.83333333 0.83333333
 1.         0.81818182 0.75       0.57142857]","[1.         0.88888889 0.92307692 0.77777778 0.5        0.625
 0.7        0.81818182 0.6        0.88888889]"
1097,10.0,89.0,55.0,0.74,"[0.83333333 0.47058824 1.         0.77777778 0.66666667 0.8
 0.83333333 0.83333333 0.71428571 0.63636364]","[0.90909091 0.88888889 0.92307692 0.77777778 0.6        0.5
 0.5        0.90909091 0.5        0.77777778]"
1098,10.0,89.0,89.0,0.7,"[0.81818182 0.44444444 1.         0.7        0.625      0.8
 0.83333333 0.9        0.66666667 0.5       ]","[0.81818182 0.88888889 0.92307692 0.77777778 0.5        0.5
 0.5        0.81818182 0.4        0.77777778]"
1099,10.0,89.0,144.0,0.65,"[0.75       0.38095238 0.92307692 0.75       0.71428571 0.
 0.83333333 1.         0.8        0.36842105]","[0.81818182 0.88888889 0.92307692 0.66666667 0.5        0.
 0.5        0.81818182 0.4        0.77777778]"
1100,10.0,144.0,1.0,0.85,"[0.91666667 0.90909091 0.9        0.63636364 1.         1.
 0.8        0.75       0.88888889 0.77777778]","[1.         1.         0.69230769 0.77777778 0.9        0.77777778
 0.88888889 0.9        0.8        0.77777778]"
1101,10.0,144.0,2.0,0.83,"[0.91666667 0.83333333 0.84615385 0.61538462 0.88888889 1.
 0.875      0.75       1.         0.77777778]","[1.         1.         0.84615385 0.88888889 0.8        0.66666667
 0.77777778 0.9        0.6        0.77777778]"
1102,10.0,144.0,3.0,0.85,"[1.         0.83333333 1.         0.6        0.9        1.
 0.8        0.81818182 1.         0.77777778]","[1.         1.         0.76923077 1.         0.9        0.66666667
 0.88888889 0.9        0.6        0.77777778]"
1103,10.0,144.0,5.0,0.83,"[1.         0.83333333 1.         0.61538462 0.9        1.
 0.72727273 0.81818182 0.85714286 0.66666667]","[1.         1.         0.76923077 0.88888889 0.9        0.66666667
 0.88888889 0.9        0.6        0.66666667]"
1104,10.0,144.0,8.0,0.8,"[1.         0.83333333 1.         0.57142857 0.81818182 1.
 0.72727273 0.75       0.85714286 0.625     ]","[1.         1.         0.69230769 0.88888889 0.9        0.55555556
 0.88888889 0.9        0.6        0.55555556]"
1105,10.0,144.0,13.0,0.78,"[1.         0.76923077 1.         0.57142857 0.9        1.
 0.66666667 0.75       0.875      0.6       ]","[0.90909091 1.         0.61538462 0.88888889 0.9        0.33333333
 0.88888889 0.9        0.7        0.66666667]"
1106,10.0,144.0,21.0,0.78,"[1.         0.71428571 1.         0.66666667 0.9        1.
 0.66666667 0.66666667 0.875      0.6       ]","[0.90909091 1.         0.61538462 0.88888889 0.9        0.44444444
 0.88888889 0.8        0.7        0.66666667]"
1107,10.0,144.0,34.0,0.69,"[0.90909091 0.5        1.         0.72727273 0.8        1.
 0.7        0.66666667 0.83333333 0.41666667]","[0.90909091 1.         0.38461538 0.88888889 0.8        0.33333333
 0.77777778 0.8        0.5        0.55555556]"
1108,10.0,144.0,55.0,0.66,"[1.         0.45454545 1.         0.61538462 0.8        1.
 0.63636364 0.77777778 0.83333333 0.42857143]","[0.90909091 1.         0.23076923 0.88888889 0.8        0.22222222
 0.77777778 0.7        0.5        0.66666667]"
1109,10.0,144.0,89.0,0.62,"[1.         0.37037037 1.         0.54545455 0.77777778 1.
 0.63636364 0.8        0.75       0.46153846]","[0.90909091 1.         0.23076923 0.66666667 0.7        0.22222222
 0.77777778 0.8        0.3        0.66666667]"
1110,10.0,144.0,144.0,0.59,"[1.         0.33333333 0.66666667 0.54545455 0.77777778 1.
 0.6        1.         0.66666667 0.46666667]","[0.90909091 1.         0.15384615 0.66666667 0.7        0.11111111
 0.66666667 0.8        0.2        0.77777778]"
1111,10.0,144.0,1.0,0.86,"[0.91666667 0.71428571 0.92307692 0.81818182 1.         0.875
 1.         0.88888889 0.77777778 0.77777778]","[1.         1.         0.92307692 1.         0.8        0.77777778
 0.77777778 0.8        0.7        0.77777778]"
1112,10.0,144.0,2.0,0.82,"[0.84615385 0.55555556 0.83333333 0.8        1.         0.88888889
 1.         0.72727273 1.         1.        ]","[1.         1.         0.76923077 0.88888889 1.         0.88888889
 0.77777778 0.8        0.5        0.55555556]"
1113,10.0,144.0,3.0,0.83,"[0.91666667 0.625      0.84615385 0.7        1.         0.85714286
 1.         0.8        1.         0.75      ]","[1.         1.         0.84615385 0.77777778 0.9        0.66666667
 0.88888889 0.8        0.7        0.66666667]"
1114,10.0,144.0,5.0,0.85,"[0.84615385 0.66666667 1.         0.77777778 0.90909091 1.
 0.88888889 0.72727273 0.88888889 1.        ]","[1.         1.         0.84615385 0.77777778 1.         0.66666667
 0.88888889 0.8        0.8        0.66666667]"
1115,10.0,144.0,8.0,0.87,"[1.         0.625      1.         0.75       0.90909091 1.
 0.88888889 0.8        1.         1.        ]","[1.         1.         0.76923077 1.         1.         0.66666667
 0.88888889 0.8        0.8        0.77777778]"
1116,10.0,144.0,13.0,0.87,"[1.         0.58823529 1.         0.75       1.         1.
 0.88888889 0.88888889 1.         0.875     ]","[1.         1.         0.69230769 1.         1.         0.66666667
 0.88888889 0.8        0.9        0.77777778]"
1117,10.0,144.0,21.0,0.83,"[1.         0.52631579 1.         0.81818182 1.         1.
 0.88888889 0.88888889 1.         0.63636364]","[1.         1.         0.61538462 1.         0.8        0.66666667
 0.88888889 0.8        0.8        0.77777778]"
1118,10.0,144.0,34.0,0.78,"[1.         0.45454545 1.         0.875      0.875      1.
 0.88888889 0.875      1.         0.53846154]","[1.         1.         0.69230769 0.77777778 0.7        0.66666667
 0.88888889 0.7        0.6        0.77777778]"
1119,10.0,144.0,55.0,0.74,"[1.         0.4        1.         0.85714286 0.875      1.
 0.8        0.875      0.85714286 0.58333333]","[0.90909091 1.         0.69230769 0.66666667 0.7        0.44444444
 0.88888889 0.7        0.6        0.77777778]"
1120,10.0,144.0,89.0,0.7,"[1.         0.34482759 1.         0.83333333 0.77777778 1.
 0.77777778 0.77777778 1.         0.6       ]","[0.90909091 1.         0.61538462 0.55555556 0.7        0.55555556
 0.77777778 0.7        0.5        0.66666667]"
1121,10.0,144.0,144.0,0.63,"[1.         0.29411765 1.         0.8        0.77777778 1.
 0.77777778 0.75       1.         0.53846154]","[0.81818182 1.         0.53846154 0.44444444 0.7        0.22222222
 0.77777778 0.6        0.4        0.77777778]"
1122,10.0,144.0,1.0,0.9,"[0.81818182 1.         1.         0.88888889 0.8        1.
 0.8        0.90909091 1.         0.81818182]","[0.81818182 0.9        0.92307692 0.88888889 0.8        1.
 0.88888889 1.         0.88888889 0.9       ]"
1123,10.0,144.0,2.0,0.89,"[0.69230769 0.90909091 1.         0.875      0.9        1.
 0.8        0.90909091 1.         0.9       ]","[0.81818182 1.         0.84615385 0.77777778 0.9        0.88888889
 0.88888889 1.         0.88888889 0.9       ]"
1124,10.0,144.0,3.0,0.89,"[0.81818182 0.90909091 1.         0.875      1.         1.
 0.72727273 0.90909091 1.         0.76923077]","[0.81818182 1.         0.84615385 0.77777778 0.9        0.88888889
 0.88888889 1.         0.77777778 1.        ]"
1125,10.0,144.0,5.0,0.84,"[0.64285714 1.         1.         0.8        0.8        0.88888889
 0.77777778 0.83333333 1.         0.8       ]","[0.81818182 1.         0.76923077 0.88888889 0.8        0.88888889
 0.77777778 1.         0.66666667 0.8       ]"
1126,10.0,144.0,8.0,0.87,"[0.9        0.90909091 1.         0.77777778 0.81818182 0.88888889
 0.72727273 0.83333333 1.         0.88888889]","[0.81818182 1.         0.84615385 0.77777778 0.9        0.88888889
 0.88888889 1.         0.77777778 0.8       ]"
1127,10.0,144.0,13.0,0.85,"[0.81818182 0.83333333 1.         0.77777778 1.         1.
 0.69230769 0.83333333 1.         0.75      ]","[0.81818182 1.         0.69230769 0.77777778 0.8        0.77777778
 1.         1.         0.77777778 0.9       ]"
1128,10.0,144.0,21.0,0.8,"[0.81818182 0.66666667 0.8        0.85714286 1.         0.85714286
 0.6        0.90909091 1.         0.71428571]","[0.81818182 1.         0.61538462 0.66666667 0.8        0.66666667
 0.66666667 1.         0.77777778 1.        ]"
1129,10.0,144.0,34.0,0.78,"[0.75       0.58823529 0.875      0.875      1.         0.8
 0.6        1.         1.         0.66666667]","[0.81818182 1.         0.53846154 0.77777778 0.9        0.44444444
 0.66666667 0.9        0.77777778 1.        ]"
1130,10.0,144.0,55.0,0.75,"[0.75       0.5        1.         0.85714286 0.88888889 1.
 0.66666667 0.9        1.         0.625     ]","[0.81818182 1.         0.53846154 0.66666667 0.8        0.44444444
 0.66666667 0.9        0.66666667 1.        ]"
1131,10.0,144.0,89.0,0.77,"[0.81818182 0.47619048 1.         0.85714286 0.81818182 1.
 0.625      1.         1.         0.71428571]","[0.81818182 1.         0.61538462 0.66666667 0.9        0.44444444
 0.55555556 1.         0.66666667 1.        ]"
1132,10.0,144.0,144.0,0.68,"[0.81818182 0.35714286 1.         0.75       0.8        1.
 0.55555556 1.         1.         0.66666667]","[0.81818182 1.         0.38461538 0.33333333 0.8        0.44444444
 0.55555556 0.9        0.55555556 1.        ]"
1133,10.0,144.0,1.0,0.86,"[0.90909091 0.83333333 0.91666667 1.         0.875      0.81818182
 0.88888889 0.75       1.         0.72727273]","[1.         1.         0.91666667 0.77777778 0.63636364 1.
 0.8        0.9        0.77777778 0.8       ]"
1134,10.0,144.0,2.0,0.82,"[0.83333333 0.76923077 0.91666667 0.7        0.9        0.72727273
 0.875      0.71428571 1.         1.        ]","[1.         1.         0.91666667 0.77777778 0.81818182 0.88888889
 0.7        1.         0.44444444 0.6       ]"
1135,10.0,144.0,3.0,0.85,"[1.         0.76923077 0.91666667 0.8        0.83333333 0.81818182
 1.         0.83333333 1.         0.66666667]","[1.         1.         0.91666667 0.88888889 0.45454545 1.
 0.8        1.         0.66666667 0.8       ]"
1136,10.0,144.0,5.0,0.81,"[0.90909091 0.76923077 0.90909091 0.77777778 0.83333333 0.66666667
 1.         0.75       1.         0.66666667]","[1.         1.         0.83333333 0.77777778 0.45454545 0.88888889
 0.8        0.9        0.66666667 0.8       ]"
1137,10.0,144.0,8.0,0.82,"[0.83333333 0.71428571 0.9        0.88888889 0.83333333 0.8
 1.         0.75       1.         0.66666667]","[1.         1.         0.75       0.88888889 0.45454545 0.88888889
 0.8        0.9        0.77777778 0.8       ]"
1138,10.0,144.0,13.0,0.83,"[0.83333333 0.71428571 0.9        0.88888889 0.83333333 0.88888889
 1.         0.69230769 1.         0.75      ]","[1.         1.         0.75       0.88888889 0.45454545 0.88888889
 0.8        0.9        0.77777778 0.9       ]"
1139,10.0,144.0,21.0,0.77,"[0.81818182 0.58823529 0.85714286 0.88888889 0.71428571 0.77777778
 0.88888889 0.8        0.875      0.69230769]","[0.9        1.         0.5        0.88888889 0.45454545 0.77777778
 0.8        0.8        0.77777778 0.9       ]"
1140,10.0,144.0,34.0,0.78,"[0.81818182 0.52631579 0.875      0.88888889 0.83333333 0.83333333
 0.88888889 1.         0.88888889 0.66666667]","[0.9        1.         0.58333333 0.88888889 0.45454545 0.55555556
 0.8        0.8        0.88888889 1.        ]"
1141,10.0,144.0,55.0,0.76,"[0.81818182 0.45454545 0.875      0.88888889 0.83333333 1.
 0.9        1.         0.85714286 0.66666667]","[0.9        1.         0.58333333 0.88888889 0.45454545 0.33333333
 0.9        0.9        0.66666667 1.        ]"
